Contact Type,Email,First Name,Last Name,Mailing City,Mailing Country,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Organization Type,Phone
Adult,Sean.Burgess@gmail.com,Sean,Burgess,San Francisco,United States,CA,7429 Pellentesque Av.,74913,One-to-One Individual,(232)496-8438
Educator,Amy.Nash@partnershipwurhchildren.org,Amy,Nash,Rockaway park,United States,NY,7429 Pellentesque Av.,70271,School,5350845116
Educator,Steven.Reid@shelby.kyschools.us,Steven,Reid,,United States,KY,,,,099-889-3834
TBD,Tracey.Payne@gmail.com,Tracey,Payne,,,ON,,,One-to-One Individual,8864161035
Adult,Tracey.Wright@gmail.com,Tracey,Wright,,,,,38602,Group,
Educator,Cameron.Brown@oedworks.com,Cameron,Brown,,United States,MD,,,,365-224-4393
,David.McDonald@gmail.com,David,McDonald,,,,,,One-to-One Individual,
Educator,Matt.Gray@gehrhsd.net,Matt,Gray,Galloway,United States,NJ,"Ap #448-4261 Enim, Ave",9492,School,(392)226-5945
Educator,Nathan.Marshall@afyapcs.org,Nathan,Marshall,,United States,MD,,,,(310) 844-3095
Adult,James.Pullman@gmail.com,James,Pullman,North York,Canada,ON,398 Dolor. Avenue,M7L 2G8,One-to-One Individual,(243)878-2141
Youth,Christian.Paterson@chatham-nj.org,Christian,Paterson,,United States,NY,,,School,1486702597
Educator,Gavin.Terry@bcps.k12.md.us,Gavin,Terry,,United States,MD,,,,166-955-3489
Adult,Karen.Glover@hotmail.com,Karen,Glover,San Jose,United States,CA,"P.O. Box 434, 8570 Aenean Rd.",84665,One-to-One Individual,(691)893-9465
Educator,Blake.Hill@epsnj.org,Blake,Hill,,United States,NJ,,,School,347-650-6834
Educator,Hannah.Black@bcps.k12.md.us,Hannah,Black,,United States,MD,,,,954-152-5705
Adult,Isaac.Howard@gmail.com,Isaac,Howard,Mississauga,Canada,ON,Ap #893-5795 Ut Street,L9Z 3L9,One-to-One Individual,(452)636-8321
Adult,Amanda.Anderson@epsnj.org,Amanda,Anderson,,United States,NJ,,,School,(835)238-3203
Educator,Gordon.Knox@bcps.k12.md.us,Gordon,Knox,,United States,MD,,,,909-126-1652
,Richard.Dyer@gmail.com,Richard,Dyer,Dubai,United Arab Emirates,"Silicon Oasis, Dubai",5749 Sit Street,2714,One-to-One Individual,161101246
Educator,James.Gibson@elizabeth.k12.nj.us,James,Gibson,,United States,NJ,,,School,7437941711
Educator,James.Wilson@blsyw.org,James,Wilson,,United States,MD,,,,628-417-8316
Adult,Joanne.Sharp@stfranciscenter.org,Joanne,Sharp,,United States,MD,,,One-to-One Individual,6882881002
Educator,Andrea.Bailey@epsnj.org,Andrea,Bailey,kenilworth,United States,NJ,"241-7028 At, St.",NJ,School,2054260405
Educator,Alan.Langdon@bcps.k12.md.us,Alan,Langdon,,United States,MD,,,,594-293-4947
,Ava.Hill@pauwerdesign.com,Ava,Hill,Sammamish,United States,Washington,Ap #127-9605 Metus. St.,48410,One-to-One Individual,1280202375
Educator,Austin.MacDonald@epsnj.org,Austin,MacDonald,kenilworth,United States,NJ,Ap #127-9605 Metus. St.,NJ,School,876-7923599
Educator,Ella.Abraham@cityneighborshamilton.org,Ella,Abraham,,United States,MD,,,,(731) 502-3982
,,,Fraser,,,,,,One-to-One Individual,
Educator,Faith.Avery@afsenyc.org,Faith,Avery,,United States,NY,,,,037-964-2277
Educator,Jasmine.Watson@bcps.k12.md.us,Jasmine,Watson,,United States,MD,,,,171-243-8668
,Phil.Langdon@comcast.net,Phil,Langdon,Portland,United States,Maine,Ap #124-7525 Porttitor Ave,1395,One-to-One Individual,3388887536
Educator,Olivia.Paterson@schools.nyc.gov,Olivia,Paterson,,United States,NY,,,School,
Educator,Felicity.McGrath@bcps.org,Felicity,McGrath,,United States,MD,,,,1270307474
Youth,Jan.Knox@student.nbed.nb.ca,Jan,Knox,Woodstock,Canada,New Brunswick,Ap #465-976 Sed St.,E3m7s6,One-to-One Individual,(477)530-5436
Educator,Gabrielle.Grant@schools.nyc.gov,Gabrielle,Grant,,United States,NY,,,,656-036-7860
Educator,Evan.Allan@bcps.k12.md.us,Evan,Allan,Baltimore,United States,MD,"P.O. Box 431, 8150 Fermentum Ave",72398,,6996572645
Educator,Neil.Kelly@leyden212.org,Neil,Kelly,Franklin Park,United States,Illinois,"P.O. Box 431, 8150 Fermentum Ave",6687,One-to-One Individual,3324830667
Educator,Paul.Sharp@bxdca.org,Paul,Sharp,,United States,NY,,,,404-755-8583
Adult,Leah.Langdon@ymaryland.org,Leah,Langdon,Baltimore,United States,MD,5197 Justo Road,89493,Group,(117) 120-4368
,Jason.May@gmail.com,Jason,May,Huntington Beach,United States,California,5197 Justo Road,33855,One-to-One Individual,5995466283
Educator,Chloe.Hardacre@schools.nyc.gov,Chloe,Hardacre,,United States,NY,,,School,501-847-4020
Educator,Joshua.Oliver@ymaryland.org,Joshua,Oliver,Baltimore,United States,MD,451-8800 Phasellus Av.,4948,Group,(235) 806-6247
Corporate,Ryan.Burgess@fly.virgin.com,Ryan,Burgess,london,United Kingdom,greenwich,451-8800 Phasellus Av.,se859py,One-to-One Individual,8842378143
Educator,Melanie.White@schools.nyc.gov,Melanie,White,,United States,NY,,,,1607589691
Educator,Joan.Mathis@bcps.k12.md.us,Joan,Mathis,Baltimore,United States,MD,4574 Mauris Rd.,57533,,289-703-2007
,Christian.Hodges@cox.net,Christian,Hodges,Oklahoma City,United States,Oklahoma,4574 Mauris Rd.,38513,One-to-One Individual,691-967-2650
Educator,Madeleine.Manning@schools.nyc.gov,Madeleine,Manning,,United States,NY,,,School,4758865016
Educator,Anne.Watson@bcps.k12.md.us,Anne,Watson,Baltimore,United States,MD,"P.O. Box 338, 2273 Nunc Ave",39638,,527-693-0875
,Jennifer.Forsyth@gmail.com,Jennifer,Forsyth,Modesto,United States,California,Ap #719-5327 Mauris St.,33231,One-to-One Individual,2206807947
Educator,,Rachel,Harris,Brooklyn,United States,NY,Ap #719-5327 Mauris St.,97151,School,6118657433
Educator,Peter.Black@bcps.k12.md.us,Peter,Black,,United States,MD,,,,377-640-3264
Adult,,Diane,Mitchell,Oberlin,United States,OH,8146 Ac Rd.,14921,One-to-One Individual,
Educator,Michelle.Rampling@brooklynlatin.org,Michelle,Rampling,,United States,NY,,,,
Educator,Julia.Davies@ymaryland.org,Julia,Davies,Baltimore,United States,MD,Ap #284-1257 Ac Street,59516,Group,(269) 479-1421
Adult,,Ruth,Thomson,Oberlin,United States,OH,Ap #284-1257 Ac Street,48094,One-to-One Individual,
Educator,frank.peake@schools.nyc.gov,frank,peake,,United States,NY,,,,7914658867
Educator,Dylan.Russell@bcps.k12.md.us,Dylan,Russell,,United States,MD,,,,968-217-0811
,Carol.Bower@we.org,Carol,Bower,Calgary,Canada,AB,Ap #707-2867 Cum Rd.,T4E 7J8,One-to-One Individual,(320) 699-6633
Educator,Amy.Skinner@schools.nyc.gov,Amy,Skinner,,United States,NY,,,School,689-697-2074
Educator,Chloe.Dowd@kippbaltimore.org,Chloe,Dowd,BALTIMORE,United States,MD,"P.O. Box 966, 4057 Urna. Rd.",28657,,1127922044
TBD,Christian.Dyer@ctrca.com,Christian,Dyer,Calgary,Canada,Alberta,Ap #454-2898 Sit Ave,T4G2Z8,One-to-One Individual,302-581-0497
Educator,Diana.Glover@cssd.org,Diana,Glover,CENTRAL SQUARE,United States,NY,447-3046 Mauris Road,58984,,885-3862936
Educator,William.Randall@strongcitybaltimore.org,William,Randall,Baltimore,United States,MD,Ap #569-6263 Gravida St.,MD,,8624378959
,Diana.Turner@hotmail.com,Diana,Turner,Schaumburg,United States,Illinois,792-5472 Felis Av.,80500,One-to-One Individual,479-874-1396
Educator,Julian.Scott@cwc-newyork.org,Julian,Scott,Brooklyn,United States,NY,2386 Sed Ave,52906,School,(408) 032-1590
Adult,Kevin.Skinner@ymaryland.org,Kevin,Skinner,Baltimore,United States,MD,4611 Orci. Rd.,,Group,(046) 851-3495
Adult,,Megan,Vance,Etobicoke,Canada,ON,4611 Orci. Rd.,M4A 4Z0,One-to-One Individual,
Educator,Kevin.Grant@schools.nyc.gov,Kevin,Grant,,United States,NY,,,,5872040147
Educator,Fiona.Hodges@ymaryland.org,Fiona,Hodges,Baltimore,United States,MD,Ap #585-1410 Laoreet Rd.,,Group,(504) 561-7661
,Gavin.Sanderson@gmail.com,Gavin,Sanderson,Milton,Canada,Ontario,Ap #585-1410 Laoreet Rd.,L9T 6C7,One-to-One Individual,2974838926
Educator,Justin.Short@mycves.org,Justin,Short,,United States,NY,,,,4090176756
Educator,Michael.Rutherford@bcps.k12.md.us,Michael,Rutherford,Baltimore,United States,MD,791-7800 Augue Rd.,4683,,386-471-4322
,Jake.Bond@gmail.com,Jake,Bond,Delaware,Canada,Ontario,"P.O. Box 853, 2062 Ipsum St.",N5L 0E0,One-to-One Individual,189-470-7705
Educator,,Abigail,Jackson,Millbrook,United States,NY,"P.O. Box 774, 6605 Urna. Rd.",8498,School,466104786
Educator,Molly.Burgess@hotmail.com,Molly,Burgess,Baltimore,United States,MD,"P.O. Box 774, 6605 Urna. Rd.",26044,,(322) 884-4657
TBD,Vanessa.Clark@hotmail.com,Vanessa,Clark,Cambridge,CA,Ontario,,,,2345342103
Educator,Liam.Davidson@esmonline.org,Liam,Davidson,,United States,NY,,,,867-686-6249
Educator,Olivia.North@ymaryland.org,Olivia,North,Baltimore,United States,MD,"P.O. Box 747, 2803 Fringilla Ave",62978,Group,(618) 073-1779
,Samantha.Slater@gmail.com,Samantha,Slater,Burlington,Canada,Ontario,"P.O. Box 747, 2803 Fringilla Ave",L7M1A5,One-to-One Individual,35423720612
Adult,Rebecca.Churchill@schools.nyc.gov,Rebecca,Churchill,,United States,NY,,,,507-423-0009
Educator,Alan.Rees@bcps.k12.md.us,Alan,Rees,,United States,MD,,,,090-324-6194
,Amanda.Blake@gmail.com,Amanda,Blake,Sterling heights,United States,Michigan,861-9678 Mauris Avenue,77770,One-to-One Individual,1082551790
Educator,Alexandra.Welch@schools.nyc.gov,Alexandra,Welch,,United States,NY,,,,087-361-9309
Educator,Ryan.Lambert@bcps.k12.md.us,Ryan,Lambert,,United States,MD,,,,(866) 920-9817
,Wanda.Springer@gmail.com,Wanda,Springer,Shaker Heights,United States,Ohio,"P.O. Box 858, 1385 Vitae Street",23721-,One-to-One Individual,6609924849
Adult,Liam.Taylor@fannielou.org,Liam,Taylor,,United States,NY,,,School,281-346-9981
Adult,Joseph.Baker@ymaryland.org,Joseph,Baker,Baltimore,United States,MD,5088 Suscipit Road,85414,Group,(860) 356-7224
Youth,Jacob.Smith@halton.ca,Jacob,Smith,Milton,Canada,ON,5088 Suscipit Road,L4T 6P8,One-to-One Individual,(366) 343-7951
Educator,Matt.Terry@ccsd.edu,Matt,Terry,,United States,NY,,,School Group,286-333-9627
Educator,Jacob.Butler@ymaryland.org,Jacob,Butler,Baltimore,United States,MD,"P.O. Box 367, 6224 Lacus. St.",61633,Group,(805) 918-2933
,Natalie.Glover@embarqmail.com,Natalie,Glover,Lake waccamaw,United States,North Carolina,"P.O. Box 367, 6224 Lacus. St.",33774,One-to-One Individual,5756574468
Educator,Gabrielle.Ogden@ccsd.edu,Gabrielle,Ogden,,United States,NY,,,School Group,102-417-0371
Corporate,John.Davidson@sauder.ubc.ca,John,Davidson,,,,,,,(367) 431-3840
,Brandon.Greene@hotmail.com,Brandon,Greene,Beeton,Canada,Ontario,"P.O. Box 556, 6733 Orci Avenue",L1G4A1,One-to-One Individual,9472269775
Educator,Heather.Peters@schools.nyc.gov,Heather,Peters,,United States,NY,,,School,
Corporate,,Samantha,Hemmings,Los Angeles,,California,,,Corporate,
Youth,Joe.Turner@gmail.com,Joe,Turner,tacoma,United States,New York,"P.O. Box 254, 8431 Mauris. Road",87660,One-to-One Individual,6564087438
Educator,Lily.Dyer@schools.nyc.gov,Lily,Dyer,,United States,NY,,,School Group,198-654-4023
Educator,Joe.Paige@peelsb.com,Joe,Paige,,,,,,,7969067253
Youth,Matt.Martin@gmail.com,Matt,Martin,Calgary,Canada,AB,"P.O. Box 773, 9097 Posuere St.",T2N 8W4,One-to-One Individual,499-651-3915
Educator,Simon.Buckland@harvestcollegiate.org,Simon,Buckland,,United States,NY,,,School,3 458-280-3881
,Sam.Underwood@gmail.com,Sam,Underwood,Vancouver,Canada,British Columbia,6664 Turpis Ave,V5E2Z5,One-to-One Individual,9961073530
Youth,Liam.Miller@gmail.com,Liam,Miller,Aurora,Canada,Ontario,6664 Turpis Ave,L2g3y5,One-to-One Individual,6307418884
Educator,Sam.Campbell@schools.nyc.gov,Sam,Campbell,,United States,NY,,,,5265542258
Adult,Anthony.Campbell@gmail.com,Anthony,Campbell,,,,,809,One-to-One Individual,
,Andrea.Avery@yahoo.ca,Andrea,Avery,Red Deer,Canada,Alberta,"P.O. Box 343, 1986 Adipiscing. Road",T6N 0G4,One-to-One Individual,35450319896
Educator,Emma.Wallace@schools.nyc.gov,Emma,Wallace,,United States,NY,,,,063-927-8306 ext.4519
Adult,Dylan.Rampling@gmail.com,Dylan,Rampling,,,,,9279,One-to-One Individual,
,Sonia.Duncan@yahoo.com,Sonia,Duncan,North Haven,United States,Connecticut,"P.O. Box 370, 253 Ligula. St.",2232,One-to-One Individual,399-802-4976
Educator,Boris.Hughes@gmail.com,Boris,Hughes,,United States,NY,,,,3434684023
,Elizabeth.Lewis@yahoo.com,Elizabeth,Lewis,Ontario,United States,California,"P.O. Box 354, 5048 Tincidunt. Street",37372,One-to-One Individual,3948148309
,Nicholas.Hemmings@gmail.com,Nicholas,Hemmings,Toronto,Canada,Ontario,"P.O. Box 354, 5048 Tincidunt. Street",M6N5E5,One-to-One Individual,2947473702
Adult,Penelope.Gray@aol.com,Penelope,Gray,,,,,15611,School Group,
Educator,Alison.Parsons@outlook.com,Alison,Parsons,,Canada,SK,,,One-to-One Individual,
,Sue.Pullman@yahoo.com,Sue,Pullman,New York,United States,New York,Ap #275-9386 Dui. St.,61565,One-to-One Individual,2396821742
Adult,Thomas.Edmunds@gmail.com,Thomas,Edmunds,,United States,NY,,,School Group,2834533968
,Owen.Edmunds@hotmail.com,Owen,Edmunds,Valcaron,Canada,Ontario,Ap #314-2479 Fusce Avenue,P6N 8A9,One-to-One Individual,297-017-5903
Educator,Ryan.Murray@hotmail.com,Ryan,Murray,Belfast,United Kingdom,Antrim,Ap #314-2479 Fusce Avenue,BT79DL,One-to-One Individual,5733979760
Educator,William.Piper@schools.nyc.gov,William,Piper,,United States,NY,,,School,(397) 117-8906
,Gabrielle.Chapman@yahoo.com,Gabrielle,Chapman,Post falls,United States,Idaho,Ap #256-5462 Mauris St.,74693,One-to-One Individual,2388790703
,Caroline.Alsop@hotmail.com,Caroline,Alsop,Toronto,Canada,Ontario,Ap #256-5462 Mauris St.,M7P9B3,One-to-One Individual,9239530833
Educator,Piers.Davies@gmail.com,Piers,Davies,,United States,NY,,,School,2350337939
,alison.vance@yahoo.com,alison,vance,Miami Beach,United States,Florida,Ap #768-9724 Nullam Rd.,84604,One-to-One Individual,322-889-4034
Educator,Oliver.Roberts@c2kni.net,Oliver,Roberts,Belfast,United Kingdom,Down,"P.O. Box 281, 2157 Phasellus Avenue",Bt61 2Nq,One-to-One Individual,4218332299
Educator,,Virginia,MacLeod,Bronx,United States,NY,Ap #100-7227 Phasellus Road,77037,School,201437304
,Mary.Dyer@yahoo.ca,Mary,Dyer,Lachine,Canada,Quebec,750-614 Aenean Rd.,H4S5A4,One-to-One Individual,299-542-0589
,David.Mills@gmail.com,David,Mills,Clinton,United States,Mississippi,750-614 Aenean Rd.,95519,One-to-One Individual,6754439676
Educator,Amanda.Greene@schools.nyc.gov,Amanda,Greene,,United States,TX,,,School,
,Simon.Fraser@charter.net,Simon,Fraser,La Cañada Flintridge,United States,California,890-3983 Fusce St.,4962,One-to-One Individual,2008103552
Educator,Edward.Burgess@ocsb.ca,Edward,Burgess,,,,,,,847-503-2748
Educator,Evan.Carr@schools.nyc.gov,Evan,Carr,,United States,NY,,,,322 380-7012
,Sonia.Lewis@yahoo.com,Sonia,Lewis,Stockbridge,United States,Georgia,3367 Elit. Ave,41852,One-to-One Individual,5551029585
Educator,jake.miller@hotmail.com,jake,miller,,United Kingdom,Berkshire,,,One-to-One Individual,5003922452
Educator,Megan.Wright@schools.nyc.gov,Megan,Wright,,United States,NY,,,,9292401092
TBD,Andrea.Watson@sympatico.ca,Andrea,Watson,acton,Canada,Ontario,979-6746 Commodo St.,l6j9k5,One-to-One Individual,1615631940
,Nicola.Oliver@gmail.com,Nicola,Oliver,LaSalle,Canada,Quebec,979-6746 Commodo St.,H9R5X0,One-to-One Individual,3928749576
Educator,Max.Walsh@schools.nyc.gov,Max,Walsh,,United States,NY,,,School,893-987-8606
Adult,Molly.Tucker@hotmail.com,Molly,Tucker,,,,,4465,One-to-One Individual,
Educator,Justin.Hamilton@education.gouv.qc.ca,Justin,Hamilton,,,,,,,
Adult,Wanda.Gray@leadershipprep.org,Wanda,Gray,,United States,NY,,,,9104751610
,Elizabeth.Miller@gmail.com,Elizabeth,Miller,West Kelowna,Canada,British Columbia,"613-9276 Ornare, St.",V1t5t7,One-to-One Individual,72064668100
Educator,Sebastian.Jones@gmail.com,Sebastian,Jones,Redmond,United States,WA,"613-9276 Ornare, St.",47990,One-to-One Individual,686.621.0881
Educator,Gordon.Parr@gmail.com,Gordon,Parr,,United States,NY,,,,6711183610
,Matt.Murray@gmail.com,Matt,Murray,San Antonio,United States,Texas,"P.O. Box 308, 8239 Arcu Avenue",49469,One-to-One Individual,8165364794
,Chloe.Henderson@hotmail.com,Chloe,Henderson,Burien,United States,Washington,"P.O. Box 308, 8239 Arcu Avenue",20934,One-to-One Individual,152-257-3086
Educator,Molly.Langdon@schools.nyc.gov,Molly,Langdon,,United States,NY,,,School,5121443857
,Caroline.Buckland@telus.net,Caroline,Buckland,Burnaby,Canada,British Columbia,730-1887 Facilisis Road,v8j4y9,One-to-One Individual,7666719639
,Piers.MacDonald@gmail.com,Piers,MacDonald,Edmonton,Canada,Alberta,730-1887 Facilisis Road,T6E 9J0,One-to-One Individual,004-736-6577
Educator,Audrey.Sanderson@middlevillageprep.org,Audrey,Sanderson,,United States,NY,,,,(684) 731-4242
,Maria.Ferguson@students.rcsd.ms,Maria,Ferguson,brandon,United States,Mississippi,911-9513 Viverra. Street,47172,One-to-One Individual,1358850229
,Katherine.Bower@rogers.com,Katherine,Bower,Whitchurch-Stouffville,Canada,ON,911-9513 Viverra. Street,L1A3E4,One-to-One Individual,213-158-5799
Educator,Sophie.Parsons@schools.nyc.gov,Sophie,Parsons,,United States,NY,,,,
,Joe.Newman@msu.edu,Joe,Newman,Clarkston,United States,Michigan,Ap #627-4470 Arcu Av.,47234,One-to-One Individual,5388441525
Adult,,Caroline,Parsons,Chicago,United States,IL,Ap #627-4470 Arcu Av.,3628,One-to-One Individual,
Adult,Simon.Langdon@schools.nyc.gov,Simon,Langdon,,United States,NY,,,School,1378665913
Youth,Joseph.Clark@gmail.com,Joseph,Clark,EDMONTON,CA,AB,"P.O. Box 858, 1608 Nunc Ave",T0Y 9L1,One-to-One Individual,8332299481
TBD,Mary.Coleman@ocdsb.ca,Mary,Coleman,,,,,,,5900191143
Educator,Deirdre.Springer@schools.nyc.gov,Deirdre,Springer,,United States,NY,,,School,
,Steven.Nash@rogers.com,Steven,Nash,Ottawa,Canada,Ontario,8707 Velit Ave,K6A8S1,One-to-One Individual,2685209919
Adult,Lucas.Turner@gmail.com,Lucas,Turner,Winnipeg,Canada,MB,8707 Velit Ave,R7N 7T0,One-to-One Individual,586-451-9608
Adult,Edward.Hodges@yonkerspublicschools.org,Edward,Hodges,,,,,46519,School,
,Melanie.Sutherland@hotmail.com,Melanie,Sutherland,Peterborough,Canada,Ontario,Ap #718-3434 Posuere Rd.,K4H8Y9,One-to-One Individual,+7(532)590-5435
,Amanda.Bond@me.com,Amanda,Bond,,,,,,One-to-One Individual,
Educator,Isaac.Powell@schools.nyc.gov,Isaac,Powell,,United States,NY,,,,+3 651-236-5597
,Bernadette.Reid@gmail.com,Bernadette,Reid,Mastic,United States,New York,7878 In Av.,75411,One-to-One Individual,703-988-7265
Corporate,Ella.Sutherland@microsoft.com,Ella,Sutherland,Bellevue,United States,WA,7878 In Av.,65862,One-to-One Individual,(255) 832-9217
Educator,Dylan.Clark@schools.nyc.gov,Dylan,Clark,,United States,NY,,,School,2585499144
,Zoe.Langdon@gmx.de,Zoe,Langdon,Rye Brook,United States,New York,"P.O. Box 986, 2659 Velit Ave",35308,One-to-One Individual,1534844089
Adult,Ryan.Young@rogers.com,Ryan,Young,London,Canada,ON,"P.O. Box 986, 2659 Velit Ave",N0G 0T0,One-to-One Individual,9809977052
Adult,Sonia.Hart@portchesterschools.org,Sonia,Hart,,United States,NY,,,School,997 807 4972
,Dan.Watson@gmail.com,Dan,Watson,Phoenix,United States,Arizona,"P.O. Box 407, 687 Ultrices. Av.",81961,One-to-One Individual,7504739538
,Caroline.Kelly@gmail.com,Caroline,Kelly,Madison,United States,Connecticut,"P.O. Box 407, 687 Ultrices. Av.",2923,One-to-One Individual,6971028796
Educator,Adrian.Glover@portchesterschools.org,Adrian,Glover,,United States,NY,,,School,396 691 4367
,Isaac.Murray@gmail.com,Isaac,Murray,Cincinnati,United States,Ohio,"P.O. Box 413, 6920 Nunc Street",92414,One-to-One Individual,4647966320
Adult,Jack.Murray@gmail.com,Jack,Murray,Kyle,United States,TX,"P.O. Box 413, 6920 Nunc Street",9993,One-to-One Individual,314-340-8218
Adult,Edward.Berry@schools.nyc.gov,Edward,Berry,,United States,NY,,,School,307-905-8354
,Zoe.Hodges@icloud.com,Zoe,Hodges,Ypsilanti,United States,Michigan,"P.O. Box 809, 2354 Amet St.",69156,One-to-One Individual,(569) 058-0256
TBD,Abigail.Robertson@gmail.com,Abigail,Robertson,New York,United States,NY,"P.O. Box 809, 2354 Amet St.",11791,,747-634-6624
Educator,Rebecca.Rutherford@schools.nyc.gov,Rebecca,Rutherford,,United States,NY,,,,881-434-9273
Adult,Leonard.Stewart@dhcc.church,Leonard,Stewart,,United States,NY,,,One-to-One Individual,4261091975
,Charles.Metcalfe@hotmail.com,Charles,Metcalfe,Regina,Canada,Saskatchewan,621-1982 Non Rd.,S8S 1Y2,One-to-One Individual,
Adult,Joe.Morgan@ps133brooklyn.org,Joe,Morgan,,,,,38185,School,
,jonathan.jones@gmail.com,jonathan,jones,Indianapolis,United States,Indiana,"P.O. Box 357, 1846 Vel Rd.",60041,One-to-One Individual,8705558176
Adult,Liam.Marshall@bbbs-snoco.org,Liam,Marshall,Everett,United States,Washington,"P.O. Box 357, 1846 Vel Rd.",64589,One-to-One Individual,159-659-7013
Educator,Brandon.Duncan@schools.nyc.gov,Brandon,Duncan,,United States,NY,,,,
Adult,Leah.Turner@sbcglobal.net,Leah,Turner,,,,,9945,One-to-One Individual,395-846-4117
Educator,Anne.Newman@hillsideacademyduvall.com,Anne,Newman,,United States,WA,,,One-to-One Individual,342-099-6508
Adult,Trevor.Kelly@schools.nyc.gov,Trevor,Kelly,,United States,NY,,,,4222620849
Adult,Michelle.Carr@verizon.net,Michelle,Carr,,US,,,6821,One-to-One Individual,
,Felicity.Bell@gmail.com,Felicity,Bell,Brampton,Canada,Ontario,Ap #148-1095 Ante. Avenue,L0S0S0,One-to-One Individual,3692046593
Educator,Molly.Avery@schools.nyc.gov,Molly,Avery,,United States,NY,,,,6393103215
,Elizabeth.Ellison@yahoo.com,Elizabeth,Ellison,Studio CIty,United States,California,"P.O. Box 433, 7990 Sapien. Ave",58464,One-to-One Individual,3629328572
Adult,Gordon.Paige@gmail.com,Gordon,Paige,,Canada,ON,,,One-to-One Individual,973-730-2161
Adult,Melanie.Skinner@schools.nyc.gov,Melanie,Skinner,,,,,36615,School,
Youth,Jason.Dowd@yahoo.com,Jason,Dowd,maple grove,United States,Minnesota,577-9955 Morbi St.,85971,One-to-One Individual,4075020992
,Katherine.Springer@we.org,Katherine,Springer,Toronto,Canada,ON,577-9955 Morbi St.,M4A7L5,One-to-One Individual,
